Model Type,Model,Attack Success Rate,After Attack Accuracy,Original Accuracy,Avg Queries,Avg Change Rate,Success Count,Total Samples
BASE,best_model.pt,43.75%,56.25%,96.00%,801.2,0.33%,21,50
